id,author_id,text,retweets,permalink,date,formatted_date,favorites,mentions,hashtags,geo,urls,search_term
1136185586300010496,9.96421225256706e+17,Join us on the Crown Plaza rooftop in Guangzhou on June 22nd for the Canada Day party. Tickets are selling out quick! blockchain #bitcoin #business #marketing #sales #education #fintech #cryptocurrency #development #advertising #whitepapers #investments #pitchingideas,0.0,https://twitter.com/Unity_Labs/status/1136185586300010496,2019-06-05 08:18:47+00:00,Wed Jun 05 08:18:47 +0000 2019,1.0,,#bitcoin #business #marketing #sales #education #fintech #cryptocurrency #development #advertising #whitepapers #investments #pitchingideas,,,investment
1136075816649945088,228706466.0,"Who came up with the initial ideas and investments for Microsoft, Apple, Tesla etc etc if not their billionaire owners?",0.0,https://twitter.com/ZoSoJade/status/1136075816649945088,2019-06-05 01:02:36+00:00,Wed Jun 05 01:02:36 +0000 2019,0.0,,,,,investment
1135717088180367361,1.1283593528745738e+18,"Valuation of the investment properties portfolio rose to $218,496 million (2018: $203,091 million), representing an increase of 7.6% ",0.0,https://twitter.com/ChinaPropFocus/status/1135717088180367361,2019-06-04 01:17:09+00:00,Tue Jun 04 01:17:09 +0000 2019,0.0,,,,https://twitter.com/LINKREITHK/status/1135497678593220608,investment
1135704702425808896,3237678846.0,5 trillion dollars Investment property ! ,0.0,https://twitter.com/sunkash0/status/1135704702425808896,2019-06-04 00:27:56+00:00,Tue Jun 04 00:27:56 +0000 2019,0.0,,,,https://twitter.com/business/status/1135699319565275136,investment
1135471409914888192,202970470.0,"Front runner for wine of the vintage, 99-100pt Leoville-Las Cases is simply stunning in 2018. Even better than the 2016? In our opinion yes and with tons of upside! https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/leoville-las-cases #bordeaux #bordeaux2018 #wine #finewine #investment ",0.0,https://twitter.com/cruworldwineAS/status/1135471409914888192,2019-06-03 09:00:54+00:00,Mon Jun 03 09:00:54 +0000 2019,0.0,,#bordeaux #bordeaux2018 #wine #finewine #investment,,https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/leoville-las-cases,investment
1134025705036144640,202970470.0,"One of the great names in the Northern Rhône, Stéphane Ogier has produced some of the best wines of the vintage, including these brilliant value, overachieving 2017s scoring up to 95 points. https://hk.cruworldwine.com/rhone-en-primeur/all-producers/ogier #wine #finewine #investment #rhone #syrah",0.0,https://twitter.com/cruworldwineAS/status/1134025705036144640,2019-05-30 09:16:11+00:00,Thu May 30 09:16:11 +0000 2019,0.0,,#wine #finewine #investment #rhone #syrah,,https://hk.cruworldwine.com/rhone-en-primeur/all-producers/ogier,investment
1133710861556600835,1376025242.0,Two days before is a long term investment for some,0.0,https://twitter.com/QuantOfAsia/status/1133710861556600835,2019-05-29 12:25:07+00:00,Wed May 29 12:25:07 +0000 2019,2.0,,,,,investment
1133693037702369280,1376025242.0,"Great podcast interviewing with you, @Andrew_Stotz , listeners have much to learn from ""My Worst Investment Ever"" ",0.0,https://twitter.com/QuantOfAsia/status/1133693037702369280,2019-05-29 11:14:17+00:00,Wed May 29 11:14:17 +0000 2019,0.0,@Andrew_Stotz,,,https://twitter.com/Andrew_Stotz/status/1133659732844015616,investment
1133668903027011584,390399332.0,Greed / the size of market is why accepted China’s very unfavorable investment terms. Greed / threat to own hegemony is why triggered trade war with . Greed / pushing to abdicate is why the “trade deal” failed. American greed is the one consistent theme.,0.0,https://twitter.com/jfhksar88/status/1133668903027011584,2019-05-29 09:38:23+00:00,Wed May 29 09:38:23 +0000 2019,0.0,,,,,investment
1133659462462574592,202970470.0,"New out this morning is a big one from #Bordeaux2018! Lynch Bages releasing at $5,400 per case with the highest average ratings of any vintage to date! Simply unmissable for those looking for a complete complement of 2018s. https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/lynch-bages #wine #finewine #investment ",0.0,https://twitter.com/cruworldwineAS/status/1133659462462574592,2019-05-29 09:00:52+00:00,Wed May 29 09:00:52 +0000 2019,0.0,,#Bordeaux2018 #wine #finewine #investment,,https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/lynch-bages,investment
1133432097106829317,16086843.0,PAKISTAN's government risks crowding out more productive investments by launching this particular social housing program at this time. Don't listen to me. Listen to future Nobel laureate @AtifRMian,0.0,https://twitter.com/sameerchishty/status/1133432097106829317,2019-05-28 17:57:24+00:00,Tue May 28 17:57:24 +0000 2019,3.0,@AtifRMian,,,https://twitter.com/AtifRMian/status/1133430117940813828,investment
1133236553659011073,935200417.0,"Look up ""Glass Steagall"" in Wikipedia. It will help you better understand between Retail and Investment banks.. Not sure what you mean by a 'private bank'.. But any bank taking deposits from individuals is governed by the Fed. And, those deposit accts are all insured by FDIC.",0.0,https://twitter.com/kostep01/status/1133236553659011073,2019-05-28 05:00:23+00:00,Tue May 28 05:00:23 +0000 2019,0.0,,,,,investment
1133096993025351686,704923545.0,"May 16th, 2019 Commissioner Cecilia Costantino, Director at the Italian Trade & Investment Agency in Canton, visited Green Prefab booth at The 9th China Prefab House, Modular Building, Mobile House &amp; Space Fair. @ITAtradeagency #ICE #Italy #China #BeltandRoadInitiative #PMMHF2019",2.0,https://twitter.com/greenprefab/status/1133096993025351686,2019-05-27 19:45:49+00:00,Mon May 27 19:45:49 +0000 2019,2.0,@ITAtradeagency,#ICE #Italy #China #BeltandRoadInitiative #PMMHF2019,,,investment
1132967652727541761,3572187556.0,"There’s a view that HS2 has played a part with some of the clubs along its route — if there ever was a Scottish team looking for investment it’d want to be close to scotch, salmon and oil",0.0,https://twitter.com/jmawhite/status/1132967652727541761,2019-05-27 11:11:52+00:00,Mon May 27 11:11:52 +0000 2019,0.0,,,,,investment
1131932025743654912,123497783.0,Thx d.b.10.0 for being the cool friend who flies by #HK for a couple hrs en route to Europe and still manages to treat me to #hightea fshongkong so we can gab about #investments #biz #deals and other #girly stuff … https://www.instagram.com/p/Bx2U8d_Dyyj/?igshid=1ekgzfssnlym4,0.0,https://twitter.com/JennGlamCo/status/1131932025743654912,2019-05-24 14:36:39+00:00,Fri May 24 14:36:39 +0000 2019,1.0,,#HK #hightea #investments #biz #deals #girly,,https://www.instagram.com/p/Bx2U8d_Dyyj/?igshid=1ekgzfssnlym4,investment
1131442967888257025,123497783.0,"Thx to wthw for organizing such a nice #wine and #investor lunch with Carpe Vinum for our friends and us. Great to experience the wine, the story, and look at the #investment opportunity! @China Club https://www.instagram.com/p/Bxy2jIgjRNr/?igshid=1mzwgoeaklbtc",1.0,https://twitter.com/JennGlamCo/status/1131442967888257025,2019-05-23 06:13:19+00:00,Thu May 23 06:13:19 +0000 2019,1.0,,#wine #investor #investment,,https://www.instagram.com/p/Bxy2jIgjRNr/?igshid=1mzwgoeaklbtc,investment
1131149565720170496,285754636.0,AsianInvestor's 14th Asian Investment Summit.. Day #2 @Diamond Ballroom @The Ritz-Carlton Hong Kong https://www.instagram.com/p/BxvuxhQhWRw/?igshid=k5bddd7s2mi,1.0,https://twitter.com/alabduljaleel_/status/1131149565720170496,2019-05-22 10:47:26+00:00,Wed May 22 10:47:26 +0000 2019,0.0,,,,https://www.instagram.com/p/BxvuxhQhWRw/?igshid=k5bddd7s2mi,investment
1130631402570043392,285754636.0,AsianInvestor's 14th Asian Investment Summit.. Day #1 @Diamond Ballroom @The Ritz-Carlton Hong Kong https://www.instagram.com/p/BxtFXqUBN8T/?igshid=1h153rzcle3ti,1.0,https://twitter.com/alabduljaleel_/status/1130631402570043392,2019-05-21 00:28:27+00:00,Tue May 21 00:28:27 +0000 2019,0.0,,,,https://www.instagram.com/p/BxtFXqUBN8T/?igshid=1h153rzcle3ti,investment
1130414715476348929,202970470.0,"One of the fastest rising estates in Saint-Emilion, La Gaffelière is a knock-out in 2018, having made one of their best wines to date. All the recent investment and replanting is starting to really pay off! https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/la-gaffeliere #wine #finewine #bordeaux2018 #bordeaux",0.0,https://twitter.com/cruworldwineAS/status/1130414715476348929,2019-05-20 10:07:24+00:00,Mon May 20 10:07:24 +0000 2019,0.0,,#wine #finewine #bordeaux2018 #bordeaux,,https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/la-gaffeliere,investment
1130317922428047360,14471538.0,"Meet me in Malta blockchain & AI conference May 21-25 to learn more about Goldzip, micro gold investment and trading made simple! Contact me here or email josh@goldzip.io ",3.0,https://twitter.com/joshuagalloway/status/1130317922428047360,2019-05-20 03:42:47+00:00,Mon May 20 03:42:47 +0000 2019,0.0,,,,,investment
1130100257566543872,285754636.0,Avoiding where others go wrong is an important step in achieving investment success,1.0,https://twitter.com/alabduljaleel_/status/1130100257566543872,2019-05-19 13:17:52+00:00,Sun May 19 13:17:52 +0000 2019,0.0,,,,,investment
1129294345209823232,4444282095.0,"Thanks @Macquarie for having Chak Wong, MD and Head of Quant and Financial Products at Ping An #AssetManagement Hong Kong at the Breakthrough 2020 - Greater China Conference 2019, to talk about the role of AI in investments #algotrading #machinelearning",0.0,https://twitter.com/pingan_group/status/1129294345209823232,2019-05-17 07:55:27+00:00,Fri May 17 07:55:27 +0000 2019,1.0,@Macquarie,#AssetManagement #algotrading #machinelearning,,,investment
1128675035940417536,1.0453988200774656e+18,Invest time in reading conferences- one to one time with students- discuss the book that a student has selected to read - personalised & insightful- & provides opportunities for goal setting- a much better investment than yet another standardised test @pernilleripp,0.0,https://twitter.com/teacherasleader/status/1128675035940417536,2019-05-15 14:54:32+00:00,Wed May 15 14:54:32 +0000 2019,0.0,@pernilleripp,,,https://twitter.com/pernilleripp/status/1128430112834236417,investment
1128624392492146688,1376025242.0,"Most of the people I talk to wouldn't fall into any of these three categories: mostly professionals who have only ever invested in 1.5% fee mutual funds, even more expensive insurance products, or investment properties",0.0,https://twitter.com/QuantOfAsia/status/1128624392492146688,2019-05-15 11:33:18+00:00,Wed May 15 11:33:18 +0000 2019,0.0,,,,,investment
1128622402160562176,9.540183921465262e+17,What a powerful message this is! Work hard but make sure you also enjoy your life! #workhardplayhard #moneymaker #investment #retirement,16.0,https://twitter.com/_blockandchain_/status/1128622402160562176,2019-05-15 11:25:24+00:00,Wed May 15 11:25:24 +0000 2019,57.0,,#workhardplayhard #moneymaker #investment #retirement,,,investment
1128249270832857089,202970470.0,"The Maestro of the Côte de Beaune is here at last! There are few rivals to Henri Boillot when it comes to White Burgundy and these 2017s are truly superb, not to mention built to go the distance in the cellar. https://hk.cruworldwine.com/burgundy-2017/all-producers/henri-boillot #wine #finewine #burgundy #investment ",0.0,https://twitter.com/cruworldwineAS/status/1128249270832857089,2019-05-14 10:42:42+00:00,Tue May 14 10:42:42 +0000 2019,0.0,,#wine #finewine #burgundy #investment,,https://hk.cruworldwine.com/burgundy-2017/all-producers/henri-boillot,investment
1128192000820252675,2358292638.0,[FREE] Interested in investment and financing opportunities in the Greater Bay Area? Join the great line up of speakers at Sina Finance Global FIA Forum as they discuss: https://whub.io/s/7RutiCo #technology #startups #finance #investment #opportunities #business #china #Asia,1.0,https://twitter.com/whub_io/status/1128192000820252675,2019-05-14 06:55:08+00:00,Tue May 14 06:55:08 +0000 2019,3.0,,#technology #startups #finance #investment #opportunities #business #china #Asia,,https://whub.io/s/7RutiCo,investment
1128126242476122112,1.1159129458029117e+18,Completion of strategic investment and rig sales agreements with Shelf Drilling and positioning the group for business transformation on 9 May 2019. ,0.0,https://twitter.com/OceanCmic/status/1128126242476122112,2019-05-14 02:33:50+00:00,Tue May 14 02:33:50 +0000 2019,0.0,,,,,investment
1128084414817112065,492856918.0,"You are wrong about #China do you even think #BRI investment change the lives of millions and yes there are some terms when foreign investment comes same goes WOrld development fund, IMF",0.0,https://twitter.com/AliHumdani/status/1128084414817112065,2019-05-13 23:47:37+00:00,Mon May 13 23:47:37 +0000 2019,0.0,,#China #BRI,,,investment
1126768197242241024,202970470.0,"The most talked about estate of 2018, Palmer a masterclass in what a great Bordeaux should be. In league with the greatest ever from this estate, potentially perfect scores scarcely do it justice. https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/chateau-palmer #wine #finewine #bordeaux #investment #bordeaux2018",0.0,https://twitter.com/cruworldwineAS/status/1126768197242241024,2019-05-10 08:37:27+00:00,Fri May 10 08:37:27 +0000 2019,1.0,,#wine #finewine #bordeaux #investment #bordeaux2018,,https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/chateau-palmer,investment
1126505745766240256,9.96421225256706e+17,Last night was the birthday of our teamAubrey. Thank you for your hard work. #blockchain #bitcoin #business #marketing #sales #education #fintech #cryptocurrency #development #advertising #whitepapers #investments #pitchingideas #pitchbooks,0.0,https://twitter.com/Unity_Labs/status/1126505745766240256,2019-05-09 15:14:33+00:00,Thu May 09 15:14:33 +0000 2019,2.0,,#blockchain #bitcoin #business #marketing #sales #education #fintech #cryptocurrency #development #advertising #whitepapers #investments #pitchingideas #pitchbooks,,,investment
1126436497287081984,2377074336.0,"AXA’s Chris Iggo: Going into the future, Bond Connect will be the preferred option to access China. International investors are interested in investing in China but are not making the investment yet. #TheAsset20 #bondatasset #bonds #issuers #investing",0.0,https://twitter.com/TheAssetMag/status/1126436497287081984,2019-05-09 10:39:23+00:00,Thu May 09 10:39:23 +0000 2019,1.0,,#TheAsset20 #bondatasset #bonds #issuers #investing,,,investment
1126010725267173376,2377074336.0,"ESG experts say mainstream investment community tends to be more short-term. A short-term view won't help with social outcomes; it even boosts financial risk. With #ESG integration, portfolios can beat benchmarks given proper management @BNPP_Wealth #wealth #TheAsset20",0.0,https://twitter.com/TheAssetMag/status/1126010725267173376,2019-05-08 06:27:31+00:00,Wed May 08 06:27:31 +0000 2019,0.0,@BNPP_Wealth,#ESG #wealth #TheAsset20,,,investment
1125667450534678530,46358909.0,Turns out bad #pizza is a bad #investment,0.0,https://twitter.com/gregsgroove/status/1125667450534678530,2019-05-07 07:43:28+00:00,Tue May 07 07:43:28 +0000 2019,0.0,,#pizza #investment,,,investment
1125301870178832385,202970470.0,"One of the best ever from Beychevelle, the 95-97+pt 2018 is a wonder to behold that ""will surpass both 2015 and 2016""... https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/beychevelle #wine #finewine #bordeaux #investment ",0.0,https://twitter.com/cruworldwineAS/status/1125301870178832385,2019-05-06 07:30:47+00:00,Mon May 06 07:30:47 +0000 2019,0.0,,#wine #finewine #bordeaux #investment,,https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/beychevelle,investment
1123948790560505856,1376025242.0,"It took me a moment to realize you were talking about pension pots in general, not their investments in marijuana",0.0,https://twitter.com/QuantOfAsia/status/1123948790560505856,2019-05-02 13:54:08+00:00,Thu May 02 13:54:08 +0000 2019,3.0,,,,,investment
1123728993214173185,1376025242.0,"One way I think of a 4-fund portfolio is to consider the people I know who's only investments are literally four apartments: they live in one, and rent out the other three for an inflation indexed income. To reduce risk, replace one apt with a stock fund, one with a bond fund...",0.0,https://twitter.com/QuantOfAsia/status/1123728993214173185,2019-05-01 23:20:44+00:00,Wed May 01 23:20:44 +0000 2019,1.0,,,,,investment
1123708588030091264,1376025242.0,"Thank you for sharing, Rick, I see many similar top problems: 4) not having a WRITTEN investment strategy (often helps simplify) 5) too much concentration, especially in cash or local large caps 6) funds with fees way too high #4 is the biggest growth opportunity for my practice",0.0,https://twitter.com/QuantOfAsia/status/1123708588030091264,2019-05-01 21:59:39+00:00,Wed May 01 21:59:39 +0000 2019,2.0,,,,,investment
1123542741655228421,2246965519.0,The best investment you can make is education. This thread is very very relatable. Good education is expensive. Especially in Indonesia. A thank you will never be enough for my parents. I know they really struggling to send me to school back then..,1.0,https://twitter.com/nobitaro/status/1123542741655228421,2019-05-01 11:00:38+00:00,Wed May 01 11:00:38 +0000 2019,1.0,,,,,investment
1122792239921532928,202970470.0,"The ""Best Value Pick"" of Bordeaux 2018 has to be the 94-97pt Branaire-Ducru. Classic Saint-Julien, superb style and a great price, this is a no brainer in our eyes! https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/branaire-ducru #wine #finewine #investment #bordeaux2018 #bdx18",0.0,https://twitter.com/cruworldwineAS/status/1122792239921532928,2019-04-29 09:18:25+00:00,Mon Apr 29 09:18:25 +0000 2019,0.0,,#wine #finewine #investment #bordeaux2018 #bdx18,,https://hk.cruworldwine.com/bordeaux-2018/the-wines/all-releases/branaire-ducru,investment
1121731864660783104,46358909.0,This will help domestic producers... if I recall Trump has/had investments in this space.,0.0,https://twitter.com/gregsgroove/status/1121731864660783104,2019-04-26 11:04:51+00:00,Fri Apr 26 11:04:51 +0000 2019,1.0,,,,,investment
1121629614365790208,492856918.0,You don’t understand dynamics of investment,0.0,https://twitter.com/AliHumdani/status/1121629614365790208,2019-04-26 04:18:33+00:00,Fri Apr 26 04:18:33 +0000 2019,0.0,,,,,investment
1121095426218717184,243318995.0,Brexit is absolutely great for China and U.K. - Chinese investment banker to me.,7.0,https://twitter.com/russian_market/status/1121095426218717184,2019-04-24 16:55:53+00:00,Wed Apr 24 16:55:53 +0000 2019,15.0,,,,,investment
1120993984854286337,202970470.0,"One of the great Pessac Léognans of 2014, the 96-pt Domaine de Chevalier is “a fabulous wine by any measure"", not to mention an unbeatable value that is poised for a surge in price. https://hk.cruworldwine.com/offers/bordeaux/domaine-de-chevalier-2014 #wine #bordeaux #finewine #winewednesday #investment ",0.0,https://twitter.com/cruworldwineAS/status/1120993984854286337,2019-04-24 10:12:47+00:00,Wed Apr 24 10:12:47 +0000 2019,2.0,,#wine #bordeaux #finewine #winewednesday #investment,,https://hk.cruworldwine.com/offers/bordeaux/domaine-de-chevalier-2014,investment
1120895182008807425,1.1082941844635361e+18,VWAP trading in Amibroker. Difference in raw versus filtered signals. #AlgoTrading #Investment #hsi #finance #Futures,0.0,https://twitter.com/TraderTin/status/1120895182008807425,2019-04-24 03:40:11+00:00,Wed Apr 24 03:40:11 +0000 2019,0.0,,#AlgoTrading #Investment #hsi #finance #Futures,,,investment
1120604581182836743,492856918.0,you birdbrain it is called investment. this comments show that you have no knowledge about business at all.,0.0,https://twitter.com/AliHumdani/status/1120604581182836743,2019-04-23 08:25:26+00:00,Tue Apr 23 08:25:26 +0000 2019,0.0,,,,,investment
1120588773912449024,202970470.0,"Bordeaux 2018: The complete guide to a vintage with greatness, with the potential to go down in history with the all-time greats; 2016, 2015, 2010, 2009, 2005, 1989 and 1959. https://bit.ly/2Gzgcog #wine #finewine #bordeaux #investment #bdx18 #bordeaux2018",0.0,https://twitter.com/cruworldwineAS/status/1120588773912449024,2019-04-23 07:22:37+00:00,Tue Apr 23 07:22:37 +0000 2019,0.0,,#wine #finewine #bordeaux #investment #bdx18 #bordeaux2018,,https://bit.ly/2Gzgcog,investment
1120532516241313793,492856918.0,"these comments shows you even do not understand the meaning of #OneBeltOneRoad . #China helps to rise living standards of Billions around the world, poor countries can afford luxuries of life due to #Chinese cost effective products. #Chinese investment is changing lives.",0.0,https://twitter.com/AliHumdani/status/1120532516241313793,2019-04-23 03:39:05+00:00,Tue Apr 23 03:39:05 +0000 2019,2.0,,#OneBeltOneRoad #China #Chinese #Chinese,,,investment
1119407477055877120,274823417.0,Create your own investment portfolio for FREE* in 3 easy steps online. You can even open an account through your mobile phone. Watch the full video here: ,0.0,https://twitter.com/firstmetrosec/status/1119407477055877120,2019-04-20 01:08:34+00:00,Sat Apr 20 01:08:34 +0000 2019,0.0,,,,https://youtu.be/EneTE7iM26M,investment
1119000254521544704,25243724.0,"“We consider all other investments, including where it is infinitesimally irrelevant, based on what the CEO of our weakest position rants about.”",0.0,https://twitter.com/3747S_14458E/status/1119000254521544704,2019-04-18 22:10:25+00:00,Thu Apr 18 22:10:25 +0000 2019,3.0,,,,,investment
1118791595342684160,78725603.0,What an amazing experience it was Hong Kong! We have organised the investment roadshow for President @JC_Varela of Panamá! #ilovemyjob #BrandingLatinAmerica #BrandingAsia #changingtheworld,0.0,https://twitter.com/RodolfoMilesi/status/1118791595342684160,2019-04-18 08:21:17+00:00,Thu Apr 18 08:21:17 +0000 2019,0.0,@JC_Varela,#ilovemyjob #BrandingLatinAmerica #BrandingAsia #changingtheworld,,,investment
1118789738528497665,202970470.0,"The second 100pt vintage since 2010 and one of the greatest vintages yet of a wine that has never scored below 97, Torbreck RunRig is a bona fide, world-class Shiraz and the 2016 is unmissable. https://hk.cruworldwine.com/offers/australia-nz/runrig-2016 #wine #finewine #investment #australia #shiraz",0.0,https://twitter.com/cruworldwineAS/status/1118789738528497665,2019-04-18 08:13:54+00:00,Thu Apr 18 08:13:54 +0000 2019,0.0,,#wine #finewine #investment #australia #shiraz,,https://hk.cruworldwine.com/offers/australia-nz/runrig-2016,investment
1118751795147239424,25243724.0,"Return on marketing investment, being realised and collected gross margin divided by all cash invested in building and developing the brand.",0.0,https://twitter.com/3747S_14458E/status/1118751795147239424,2019-04-18 05:43:08+00:00,Thu Apr 18 05:43:08 +0000 2019,3.0,,,,,investment
